timestamp,location,latitude,longitude,sector_type,AQI,PM25,PM10,CO,NO2,SO2,O3,air_temperature,humidity,wind_speed,traffic_index,weather_condition,pH,turbidity,DO,TDS,conductivity,water_temperature,chlorine,WQI,water_status,battery,signal_strength,sensor_status
2026-05-21T04:56:40,City Center,12.975,77.59,Traffic Hub,125,45.6,83.2,2.1,71.3,3.9,15.1,14.0,70.8,7.0,46.1,Cloudy,7.45,6.42,7.3,278.0,353.2,14.6,0.91,41.7,UNSAFE,99.4,84,ONLINE
2026-05-21T04:56:40,North Highway,13.01,77.58,Traffic Hub,129,47.0,87.0,2.13,73.4,5.7,13.9,14.0,70.8,7.0,64.7,Cloudy,7.27,4.6,7.17,215.0,392.0,11.7,0.89,61.6,SAFE,99.3,75,ONLINE
2026-05-21T04:56:40,South Highway,12.92,77.6,Traffic Hub,121,44.0,84.5,2.04,66.1,5.5,9.6,14.0,70.8,7.0,38.8,Cloudy,7.22,5.23,6.41,272.4,423.7,12.3,0.71,42.1,UNSAFE,101.4,84,ONLINE
2026-05-21T04:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,157,69.6,149.6,0.56,25.7,5.9,11.4,14.0,70.8,7.0,23.3,Cloudy,7.06,1.73,7.74,229.6,340.7,14.0,0.87,84.2,SAFE,101.8,78,ONLINE
2026-05-21T04:56:40,Construction Zone Beta,12.995,77.63,Construction Area,157,69.5,142.3,0.53,21.1,5.4,14.3,14.0,70.8,7.0,20.8,Cloudy,7.33,1.97,6.24,174.7,293.2,14.3,0.72,74.7,SAFE,101.2,86,ONLINE
2026-05-21T04:56:40,Harbor Terminal,12.94,77.67,Industrial,122,44.5,95.0,1.19,40.7,22.8,11.7,14.0,70.8,7.0,7.3,Cloudy,5.84,8.74,3.92,567.7,697.0,12.9,2.27,0.0,UNSAFE,100.5,80,ONLINE
2026-05-21T04:56:40,Recycling Center,13.02,77.54,Industrial,138,50.6,89.1,1.35,45.0,22.3,15.3,14.0,70.8,7.0,23.8,Cloudy,5.67,9.29,2.5,627.8,730.9,14.4,2.3,0.0,UNSAFE,98.8,75,ONLINE
2026-05-21T04:56:40,Forest Edge,12.9,77.5,Natural,18,4.5,7.3,0.25,3.5,2.9,7.5,14.0,70.8,7.0,5.4,Cloudy,7.98,1.93,7.59,172.0,272.4,14.2,0.65,80.6,SAFE,98.5,76,ONLINE
2026-05-21T05:56:40,Sector A,12.9716,77.5946,Residential,50,12.2,26.8,0.45,21.1,3.5,27.5,14.9,48.3,8.4,25.8,Sunny,6.93,2.69,6.92,189.1,261.1,14.3,0.92,70.8,SAFE,99.1,75,ONLINE
2026-05-21T05:56:40,Sector B,12.982,77.601,Residential,50,12.2,28.2,0.44,20.5,3.4,27.6,14.9,48.3,8.4,11.2,Sunny,7.61,2.72,6.31,173.4,312.9,13.6,0.75,65.4,SAFE,100.0,81,ONLINE
2026-05-21T05:56:40,Sector C,12.9605,77.585,Residential,50,12.0,30.2,0.57,20.6,5.8,29.7,14.9,48.3,8.4,18.6,Sunny,7.44,3.15,6.84,160.0,245.0,12.7,0.73,72.0,SAFE,100.6,80,ONLINE
2026-05-21T05:56:40,Industrial Zone A,13.03,77.51,Industrial,117,42.2,86.5,1.28,42.7,20.9,30.4,14.9,48.3,8.4,21.6,Sunny,5.84,8.66,2.6,553.1,803.0,14.4,2.31,0.0,UNSAFE,101.8,76,ONLINE
2026-05-21T05:56:40,Industrial Zone B,12.905,77.49,Industrial,114,41.2,81.3,1.24,38.4,20.8,27.8,14.9,48.3,8.4,7.1,Sunny,6.06,8.86,3.3,601.1,756.9,14.1,2.22,0.0,UNSAFE,100.5,87,ONLINE
2026-05-21T05:56:40,River Station Alpha,12.955,77.64,Water Body,57,15.5,24.4,0.38,14.6,5.2,27.5,14.9,48.3,8.4,10.5,Sunny,7.08,2.18,8.55,150.9,210.2,12.9,0.09,87.2,SAFE,99.1,85,ONLINE
2026-05-21T05:56:40,River Station Beta,12.99,77.68,Water Body,42,10.3,22.2,0.47,19.0,4.0,31.1,14.9,48.3,8.4,16.4,Sunny,7.18,1.25,8.21,122.9,216.0,12.5,0.15,96.2,SAFE,100.5,94,ONLINE
2026-05-21T05:56:40,Lake Reservoir,12.93,77.55,Water Body,50,12.1,33.0,0.53,21.4,4.1,27.8,14.9,48.3,8.4,24.7,Sunny,7.71,1.69,7.69,145.5,220.3,12.3,0.12,88.3,SAFE,99.3,83,ONLINE
2026-05-21T05:56:40,Campus Central,12.978,77.57,Commercial,56,14.9,29.6,0.43,16.9,5.3,29.6,14.9,48.3,8.4,10.8,Sunny,7.25,2.15,7.48,184.1,187.4,15.1,0.68,87.1,SAFE,98.9,77,ONLINE
2026-05-21T05:56:40,Tech Park,12.973,77.62,Commercial,55,14.7,23.3,0.51,14.6,5.1,30.3,14.9,48.3,8.4,11.6,Sunny,6.82,1.89,7.44,135.1,341.3,14.0,0.69,85.0,SAFE,98.9,90,ONLINE
2026-05-21T05:56:40,City Center,12.975,77.59,Traffic Hub,110,39.6,82.9,2.04,71.0,5.5,29.8,14.9,48.3,8.4,56.6,Sunny,7.54,5.77,7.2,262.3,431.6,12.0,0.67,45.7,UNSAFE,99.1,87,ONLINE
2026-05-21T05:56:40,North Highway,13.01,77.58,Traffic Hub,104,37.2,67.4,1.84,59.0,5.1,32.9,14.9,48.3,8.4,42.3,Sunny,6.88,4.68,7.15,250.4,429.4,15.2,0.87,52.0,SAFE,101.5,77,ONLINE
2026-05-21T05:56:40,South Highway,12.92,77.6,Traffic Hub,102,36.5,69.7,1.84,66.3,4.2,31.4,14.9,48.3,8.4,41.3,Sunny,7.02,5.0,6.9,279.5,339.2,12.0,0.76,46.2,SAFE,99.5,85,ONLINE
2026-05-21T05:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,152,61.0,126.3,0.42,15.0,4.0,32.2,14.9,48.3,8.4,6.0,Sunny,7.34,3.43,7.16,187.2,265.0,14.1,0.93,72.9,SAFE,100.5,83,ONLINE
2026-05-21T05:56:40,Construction Zone Beta,12.995,77.63,Construction Area,154,63.5,131.9,0.42,15.2,5.3,32.8,14.9,48.3,8.4,19.2,Sunny,7.86,1.69,7.27,178.8,241.4,12.6,0.94,81.0,SAFE,100.9,89,ONLINE
2026-05-21T05:56:40,Harbor Terminal,12.94,77.67,Industrial,124,45.2,76.4,1.22,41.9,21.8,27.3,14.9,48.3,8.4,7.8,Sunny,6.1,8.67,3.63,599.8,782.1,12.1,2.3,0.0,UNSAFE,101.1,90,ONLINE
2026-05-21T05:56:40,Recycling Center,13.02,77.54,Industrial,122,44.4,86.8,1.18,41.1,21.5,28.5,14.9,48.3,8.4,5.9,Sunny,6.15,9.57,3.85,657.7,773.4,13.7,2.18,0.0,UNSAFE,101.0,79,ONLINE
2026-05-21T05:56:40,Forest Edge,12.9,77.5,Natural,43,10.5,11.5,0.3,13.9,3.0,22.9,14.9,48.3,8.4,24.3,Sunny,7.62,1.71,7.55,194.6,220.3,14.5,0.73,86.0,SAFE,98.5,67,ONLINE
2026-05-21T06:56:40,Sector A,12.9716,77.5946,Residential,50,12.3,20.9,0.39,16.5,3.2,29.7,19.7,69.5,9.2,17.9,Sunny,7.11,1.58,7.67,194.5,166.4,18.8,0.79,89.0,SAFE,101.5,95,ONLINE
2026-05-21T06:56:40,Sector B,12.982,77.601,Residential,58,15.8,28.6,0.43,19.3,3.8,25.7,19.7,69.5,9.2,26.7,Sunny,7.3,2.34,7.47,166.0,255.8,19.4,0.83,87.6,UNSAFE,99.9,88,ONLINE
2026-05-21T06:56:40,Sector C,12.9605,77.585,Residential,47,11.3,25.5,0.36,17.8,4.5,27.5,19.7,69.5,9.2,15.8,Sunny,7.56,3.07,7.01,169.1,340.7,15.9,0.77,72.1,SAFE,100.8,84,ONLINE
2026-05-21T06:56:40,Industrial Zone A,13.03,77.51,Industrial,118,42.6,81.6,1.19,37.9,18.1,28.6,19.7,69.5,9.2,11.9,Sunny,6.18,9.63,2.68,586.1,700.5,18.5,2.24,0.0,UNSAFE,98.1,81,ONLINE
2026-05-21T06:56:40,Industrial Zone B,12.905,77.49,Industrial,120,43.7,75.5,1.08,37.6,20.5,28.2,19.7,69.5,9.2,9.0,Sunny,6.52,8.57,3.78,589.9,812.8,16.8,2.29,0.0,UNSAFE,99.4,81,ONLINE
2026-05-21T06:56:40,River Station Alpha,12.955,77.64,Water Body,51,12.9,25.8,0.53,18.0,5.3,29.7,19.7,69.5,9.2,12.7,Sunny,7.63,0.86,7.96,136.5,129.2,17.0,0.0,95.0,SAFE,99.1,76,ONLINE
2026-05-21T06:56:40,River Station Beta,12.99,77.68,Water Body,47,11.4,26.7,0.48,16.5,4.2,29.2,19.7,69.5,9.2,8.3,Sunny,7.53,2.04,7.65,110.0,105.3,16.4,0.0,88.2,SAFE,100.6,81,ONLINE
2026-05-21T06:56:40,Lake Reservoir,12.93,77.55,Water Body,45,10.9,22.4,0.41,16.2,5.0,31.1,19.7,69.5,9.2,6.3,Sunny,7.46,1.44,8.22,87.1,155.2,17.3,0.14,94.1,SAFE,98.3,90,ONLINE
2026-05-21T06:56:40,Campus Central,12.978,77.57,Commercial,49,11.8,23.4,0.45,22.4,3.8,30.9,19.7,69.5,9.2,17.7,Sunny,7.05,3.21,6.92,180.8,289.3,16.1,0.85,69.1,SAFE,99.1,84,ONLINE
2026-05-21T06:56:40,Tech Park,12.973,77.62,Commercial,50,12.0,22.2,0.5,20.1,3.5,27.5,19.7,69.5,9.2,21.0,Sunny,7.01,1.95,7.78,185.8,218.1,17.7,0.76,85.2,SAFE,99.7,78,ONLINE
2026-05-21T06:56:40,City Center,12.975,77.59,Traffic Hub,103,36.8,74.9,1.85,60.9,4.2,28.8,19.7,69.5,9.2,60.9,Sunny,7.38,4.65,6.95,298.6,366.6,19.0,0.82,51.1,SAFE,100.9,91,ONLINE
2026-05-21T06:56:40,North Highway,13.01,77.58,Traffic Hub,99,35.2,68.2,1.79,60.3,5.1,27.4,19.7,69.5,9.2,61.9,Sunny,7.18,6.38,7.63,292.9,361.8,18.3,0.82,43.7,UNSAFE,99.1,78,ONLINE
2026-05-21T06:56:40,South Highway,12.92,77.6,Traffic Hub,109,39.2,70.5,1.93,67.4,3.9,30.9,19.7,69.5,9.2,52.4,Sunny,7.78,4.66,7.72,295.3,394.6,16.6,0.82,51.9,SAFE,98.0,75,ONLINE
2026-05-21T06:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,151,58.3,126.9,0.42,17.3,5.0,26.3,19.7,69.5,9.2,17.8,Sunny,6.97,2.33,6.94,171.0,271.1,19.2,0.75,76.0,SAFE,99.2,83,ONLINE
2026-05-21T06:56:40,Construction Zone Beta,12.995,77.63,Construction Area,151,58.3,122.2,0.38,14.9,3.2,27.1,19.7,69.5,9.2,12.4,Sunny,6.89,2.0,7.58,207.6,271.5,18.0,0.74,81.2,SAFE,99.8,79,ONLINE
2026-05-21T06:56:40,Harbor Terminal,12.94,77.67,Industrial,113,40.6,79.1,1.18,39.7,19.8,25.7,19.7,69.5,9.2,22.6,Sunny,6.33,8.56,3.36,604.7,693.9,16.9,2.05,0.0,UNSAFE,98.4,87,ONLINE
2026-05-21T06:56:40,Recycling Center,13.02,77.54,Industrial,116,41.9,80.4,1.11,41.1,18.2,28.4,19.7,69.5,9.2,20.3,Sunny,6.12,9.98,3.49,555.8,839.8,17.3,2.29,0.0,UNSAFE,101.6,91,ONLINE
2026-05-21T06:56:40,Forest Edge,12.9,77.5,Natural,15,3.8,7.9,0.23,8.5,1.6,21.9,19.7,69.5,9.2,15.2,Sunny,7.75,2.53,6.72,166.5,232.5,19.7,0.87,70.3,SAFE,99.2,64,ONLINE
2026-05-21T07:56:40,Sector A,12.9716,77.5946,Residential,53,13.6,25.3,0.46,14.3,3.1,22.9,19.4,54.0,13.1,29.6,Sunny,7.31,2.66,7.35,129.2,226.2,18.0,0.84,84.8,SAFE,98.4,88,ONLINE
2026-05-21T07:56:40,Sector B,12.982,77.601,Residential,32,7.8,18.5,0.31,17.2,2.9,21.7,19.4,54.0,13.1,29.0,Sunny,7.11,3.34,7.6,179.0,233.9,16.0,0.71,76.1,SAFE,100.4,79,ONLINE
2026-05-21T07:56:40,Sector C,12.9605,77.585,Residential,48,11.7,22.6,0.45,20.3,3.7,21.9,19.4,54.0,13.1,29.1,Sunny,7.17,3.41,6.65,214.4,217.8,19.4,0.88,63.4,SAFE,100.6,80,ONLINE
2026-05-21T07:56:40,Industrial Zone A,13.03,77.51,Industrial,92,32.1,53.9,0.76,30.7,13.4,22.9,19.4,54.0,13.1,12.0,Sunny,6.78,9.64,3.93,588.4,714.9,16.6,2.26,0.0,UNSAFE,99.6,87,ONLINE
2026-05-21T07:56:40,Industrial Zone B,12.905,77.49,Industrial,85,28.4,56.5,0.77,25.0,14.5,18.5,19.4,54.0,13.1,9.3,Sunny,6.72,8.45,2.77,600.4,782.6,17.3,2.25,0.0,UNSAFE,101.7,90,ONLINE
2026-05-21T07:56:40,River Station Alpha,12.955,77.64,Water Body,47,11.4,18.5,0.5,16.0,3.6,22.5,19.4,54.0,13.1,23.7,Sunny,7.66,0.88,7.92,73.1,164.2,19.2,0.22,94.6,SAFE,101.3,90,ONLINE
2026-05-21T07:56:40,River Station Beta,12.99,77.68,Water Body,42,10.2,13.4,0.34,14.3,2.5,17.3,19.4,54.0,13.1,5.7,Sunny,7.38,2.56,7.54,158.9,118.2,17.6,0.22,85.6,SAFE,99.8,87,ONLINE
2026-05-21T07:56:40,Lake Reservoir,12.93,77.55,Water Body,33,8.1,14.1,0.22,12.9,4.0,20.5,19.4,54.0,13.1,7.3,Sunny,7.62,2.21,7.28,159.6,104.6,18.8,0.1,82.1,SAFE,100.5,90,ONLINE
2026-05-21T07:56:40,Campus Central,12.978,77.57,Commercial,33,8.0,19.7,0.38,14.4,2.6,20.5,19.4,54.0,13.1,19.5,Sunny,6.99,2.22,6.58,169.7,225.1,16.1,0.86,73.0,SAFE,101.4,86,ONLINE
2026-05-21T07:56:40,Tech Park,12.973,77.62,Commercial,44,10.7,18.7,0.5,17.2,3.0,23.0,19.4,54.0,13.1,22.8,Sunny,6.91,2.25,7.32,223.1,210.6,18.7,0.9,76.1,SAFE,100.5,76,ONLINE
2026-05-21T07:56:40,City Center,12.975,77.59,Traffic Hub,83,27.6,45.9,1.32,39.9,3.3,20.1,19.4,54.0,13.1,32.9,Sunny,7.05,5.16,7.03,272.5,412.7,17.8,0.68,47.5,UNSAFE,101.0,81,ONLINE
2026-05-21T07:56:40,North Highway,13.01,77.58,Traffic Hub,85,28.7,56.3,1.35,43.6,2.4,17.1,19.4,54.0,13.1,44.5,Sunny,7.34,4.94,6.32,238.7,422.2,17.6,0.67,46.6,SAFE,101.7,80,ONLINE
2026-05-21T07:56:40,South Highway,12.92,77.6,Traffic Hub,89,30.7,61.1,1.44,48.1,4.6,19.3,19.4,54.0,13.1,44.3,Sunny,7.65,5.25,7.29,232.3,360.5,18.1,0.75,51.6,UNSAFE,99.9,79,ONLINE
2026-05-21T07:56:40,Construction Zone Alpha,12.965,77.53,Construction Area,127,46.4,96.9,0.41,19.4,2.9,19.3,19.4,54.0,13.1,24.6,Sunny,6.88,1.96,6.94,190.9,274.1,19.0,0.88,76.0,SAFE,100.4,76,ONLINE
2026-05-21T07:56:40,Construction Zone Beta,12.995,77.63,Construction Area,114,41.3,83.5,0.25,14.8,3.7,17.3,19.4,54.0,13.1,22.7,Sunny,7.18,1.97,6.55,149.6,260.1,17.5,0.74,79.0,SAFE,100.7,85,ONLINE
